,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
3205,3205,21-Aug-19,Bernicat,"Principal Deputy Assistant Secretary Bernicat is on travel to Geneva, Switzerland from August 20-23.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-marcia-bernicat-travels-to-geneva-switzerland/>,1,4,Travel, ; Switzerland,2019-08-20,2019-08-23, ,,,"Principal Deputy Assistant Secretary of State for the Bureau of Oceans and International Environmental and Scientific Affairs Marcia Bernicat will travel to Geneva, Switzerland August 20-23 to participate in the 18th Meeting of the Conference of the Parties (CoP18) to the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES).  She will join Assistant Secretary for Fish and Wildlife and Parks of the Department of the Interior Robert Wallace, who will lead the U.S. delegation.;;;;;;;;;;;;On August 21 and 22, Principal Deputy Assistant Secretary Bernicat will speak at the Third Global Meeting of the Wildlife Enforcement Networks.  Regional wildlife enforcement networks (WENs) are key mechanisms for cross-boundary cooperation to combat wildlife trafficking.  In addition,Principal Deputy Assistant Secretary Bernicat will meet with representatives from other governments and international organizations.;;;;;;;;;;;;There are 183 countries that are parties to CITES, an international agreement designed to ensure that international trade in wild animals and plants is not detrimental to the survival of wild populations.  It also ensures legal and sustainable trade in wildlife, wildlife products, timber and fish for species listed in the CITES Appendices, and serves as one of multiple tools to help combat wildlife and timber trafficking.  It also provides another means to ensure the U.S. private sector, in particular the fishing and timber industries, has a level international playing field.;;;;;;;;;;;;Follow the Bureau of Oceans and International Environmental and Scientific Affairs on Twitter @SciDiplomacyUSA for updates on Principal Deputy Assistant Secretary Bernicat’s trip.  For press inquiries, contact ;;;;OES-PA-DG@state.gov<mailto:OES-PA-DG@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3206,3206,20-Aug-19,Pompeo,"Secretary Pompeo is on travel to New York City, New York.",<https://2017-2021.state.gov/secretary-pompeos-travel-to-new-york-city-3/>,1,1,Travel, ; Domestic,2019-08-20,2019-08-20, ,,,U.S. Secretary of State Michael R. Pompeo will travel to New York on August 20 to participate in a UN Security Council debate hosted by the Polish Mission to the United Nations on challenges to peace and security in the Middle East and the Administration’s support for multilateral solutions. The Secretary will also meet with UN Secretary-General Antonio Guterres and Serbian President Aleksandar Vucic on the margins of the event.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3207,3207,20-Aug-19,Pompeo,"11:30 a.m. Secretary Pompeo meets with the Committee to Unleash Prosperity, in New York City, New York.",None,1,1,Meeting, ,,, ,, ; Domestic,
3208,3208,20-Aug-19,Pompeo,"12:30 p.m. Secretary Pompeo hosts a working lunch with Serbian President Aleksandar Vucic, in New York City, New York.",None,1,1,TBD, ,,, ,,,
3209,3209,20-Aug-19,Pompeo,"3:00 p.m. Secretary Pompeo participates in a UN Security Council Session on Middle East Peace and Security, in New York City, New York.",None,1,1,TBD, ,,, , ; security ; UN,,
3210,3210,20-Aug-19,Pompeo,"5:30 p.m. Secretary Pompeo holds a joint press availability with Polish Foreign Minister Jacek Czaputowicz, in New York City, New York.",None,1,1,TBD, ,,, ,,,
3211,3211,20-Aug-19,Pompeo,"6:00 p.m. Secretary Pompeo meets with UN Secretary-General Antonio Guterres, in New York City, New York.",None,1,1,Meeting, ,,, , ; UN, ; Domestic,
3212,3212,20-Aug-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3213,3213,20-Aug-19,Green,"Administrator Green is on travel to the Democratic Republic of the Congo, Israel, and Nigeria from August 16-24.",<https://www.usaid.gov/news-information/press-releases/aug-15-2019-usaid-administrator-mark-green-travels-africa-and-middle-east>,1,4,Travel, ; Niger ; Nigeria ; Israel ; Republic of the Congo,2019-08-16,2019-08-24, ,,,
3214,3214,20-Aug-19,Hale,Under Secretary Hale is on travel to Kazakhstan and Uzbekistan from August 18-24.,<https://2017-2021.state.gov/under-secretary-of-state-for-political-affairs-david-hale-travels-to-kazakhstan-and-uzbekistan/>,1,3,Travel, ; Uzbekistan ; Kazakhstan,2019-08-18,2019-08-24, ,,,"Under Secretary of State for Political Affairs, David Hale, will travel to Kazakhstan and Uzbekistan on August 20-23.;;;;;;;;;;;;In Nur-Sultan, Under Secretary Hale will meet with senior government officials to discuss the U.S. – Kazakhstan enhanced strategic partnership and our ongoing close cooperation on bilateral and global issues.  While in Nur-Sultan, Under Secretary Hale and Central Asian states’ foreign ministers will hold a high-level meeting in the C5+1 format, where they will discuss joint efforts toward a better-connected, more prosperous, and more secure Central Asia.;;;;;;;;;;;;Under Secretary Hale will then travel to Tashkent, where he will meet with senior Uzbek government officials and demonstrate American support for Uzbek President Mirziyoyev’s reform agenda and encourage deeper bilateral cooperation on issues, including security, education, and trade.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3215,3215,20-Aug-19,Krach,"9:30 a.m. Under Secretary Krach attends the Sixth Meeting of the National Space Council, in Chantilly, Virginia.",None,1,3,Meeting, ,,, ,, ; Domestic,
3216,3216,20-Aug-19,Thompson,Under Secretary Thompson attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,, ,,,
3217,3217,20-Aug-19,Reeker,"Acting Assistant Secretary Reeker is on travel to Germany, Lithuania, Latvia, and Finland, from August 19-28.",<https://2017-2021.state.gov/acting-assistant-secretary-reeker-travels-to-germany-lithuania-latvia-and-finland>,1,4,Travel, ; Latvia ; Finland ; Lithuania ; Germany,2019-08-19,2019-08-28, ,,,"Acting Assistant Secretary for European and Eurasian Affairs Philip T. Reeker will travel to Germany, Lithuania, Latvia, and Finland August 19-28 to engage in several key events and meet with senior leaders.;;;;;;;;;;;;From August 19-22, Ambassador Reeker will visit Berlin, where he will hold meetings with senior German government officials and participate in a series of events, including a roundtable discussion on Transatlantic relations at the German Marshall Fund.;;;;;;;;;;;;On August 22, Ambassador Reeker will participate in the Adamkus Conference in Vilnius, Lithuania.  The conference brings together luminaries and senior leaders to discuss issues of regional and global importance.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Riga, Latvia, to participate in events commemorating the 30th anniversary of the Baltic Way, a peaceful demonstration bringing together approximately two million people joining hands to form a human chain from Tallinn through Riga to Vilnius to demand freedom and protest Soviet occupation.  Ambassador Reeker will honor the Baltic nations’ success in becoming vital members of the Transatlantic community and NATO.  While in Riga, Ambassador Reeker will also meet with senior Latvian government officials.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Helsinki, Finland.  While in Helsinki, he will meet with senior Finnish government officials.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3218,3218,20-Aug-19,Bernicat,"Principal Deputy Assistant Secretary Bernicat is on travel to Geneva, Switzerland from August 20-23.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-marcia-bernicat-travels-to-geneva-switzerland/>,1,4,Travel, ; Switzerland,2019-08-20,2019-08-23, ,,,"Principal Deputy Assistant Secretary of State for the Bureau of Oceans and International Environmental and Scientific Affairs Marcia Bernicat will travel to Geneva, Switzerland August 20-23 to participate in the 18th Meeting of the Conference of the Parties (CoP18) to the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES).  She will join Assistant Secretary for Fish and Wildlife and Parks of the Department of the Interior Robert Wallace, who will lead the U.S. delegation.;;;;;;;;;;;;On August 21 and 22, Principal Deputy Assistant Secretary Bernicat will speak at the Third Global Meeting of the Wildlife Enforcement Networks.  Regional wildlife enforcement networks (WENs) are key mechanisms for cross-boundary cooperation to combat wildlife trafficking.  In addition,Principal Deputy Assistant Secretary Bernicat will meet with representatives from other governments and international organizations.;;;;;;;;;;;;There are 183 countries that are parties to CITES, an international agreement designed to ensure that international trade in wild animals and plants is not detrimental to the survival of wild populations.  It also ensures legal and sustainable trade in wildlife, wildlife products, timber and fish for species listed in the CITES Appendices, and serves as one of multiple tools to help combat wildlife and timber trafficking.  It also provides another means to ensure the U.S. private sector, in particular the fishing and timber industries, has a level international playing field.;;;;;;;;;;;;Follow the Bureau of Oceans and International Environmental and Scientific Affairs on Twitter @SciDiplomacyUSA for updates on Principal Deputy Assistant Secretary Bernicat’s trip.  For press inquiries, contact ;;;;OES-PA-DG@state.gov<mailto:OES-PA-DG@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3219,3219,19-Aug-19,Pompeo,"3:00 p.m. Secretary Pompeo meets with Angolan Foreign Minister Manuel Domingos Augusto, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Angola,
3220,3220,19-Aug-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3221,3221,19-Aug-19,Green,"Administrator Green is on travel to the Democratic Republic of the Congo, Israel, and Nigeria from August 16-24.",<https://www.usaid.gov/news-information/press-releases/aug-15-2019-usaid-administrator-mark-green-travels-africa-and-middle-east>,1,4,Travel, ; Niger ; Nigeria ; Israel ; Republic of the Congo,2019-08-16,2019-08-24, ,,,
3222,3222,19-Aug-19,Hale,Under Secretary Hale is on travel to Kazakhstan and Uzbekistan from August 18-24.,None,1,3,Travel, ; Uzbekistan ; Kazakhstan,2019-08-18,2019-08-24, ,,,
3223,3223,19-Aug-19,Nagy,"11:00 a.m. Assistant Secretary Nagy meets with Angolan Foreign Minister Manuel Domingos Augusto, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Angola,
3224,3224,19-Aug-19,Singh,"Assistant Secretary Singh is on travel to Mongolia, Burma, and Laos, from August 11-24.",<https://2017-2021.state.gov/assistant-secretary-manisha-singhs-travel-to-mongolia-burma-and-laos/#_blank>,1,4,Travel, ; Myanmar ; Laos ; Mongolia,2019-08-11,2019-08-24, ,,,"Assistant Secretary for Economic and Business Affairs Manisha Singh travels to Mongolia August 11-19 to meet with government and business officials to bolster economic opportunities and increase bilateral trade. The visit follows Mongolian President Battulga’s meeting with President Trump at the White House on July 31, in which the leaders discussed the two countries’ strong Strategic Partnership. While in Mongolia, Assistant Secretary Singh visits the Asia Foundation’s Women’s Business Center and Incubator, which promotes women’s economic empowerment. She also tours Wagner Asia Equipment’s facility. This heavy equipment dealership won the Secretary of State’s Award for Corporate Excellence in 2014 for its commitment to partnership with Mongolia’s local and national governments to protect the environment. Additionally, she visits the Oyu Tolgoi mine, a joint project between Rio Tinto and the Government of Mongolia.;;;;;;;;;;;;For updates on Assistant Secretary Singh, follow her on Twitter ;;;;<https://twitter.com/EconAtState>;;;;@EconAtState;;;; ;;;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3225,3225,19-Aug-19,Reeker,"Acting Assistant Secretary Reeker is on travel to Germany, Lithuania, Latvia, and Finland, from August 19-28.",<https://2017-2021.state.gov/acting-assistant-secretary-reeker-travels-to-germany-lithuania-latvia-and-finland>,1,4,Travel, ; Latvia ; Finland ; Lithuania ; Germany,2019-08-19,2019-08-28, ,,,"Acting Assistant Secretary for European and Eurasian Affairs Philip T. Reeker will travel to Germany, Lithuania, Latvia, and Finland August 19-28 to engage in several key events and meet with senior leaders.;;;;;;;;;;;;From August 19-22, Ambassador Reeker will visit Berlin, where he will hold meetings with senior German government officials and participate in a series of events, including a roundtable discussion on Transatlantic relations at the German Marshall Fund.;;;;;;;;;;;;On August 22, Ambassador Reeker will participate in the Adamkus Conference in Vilnius, Lithuania.  The conference brings together luminaries and senior leaders to discuss issues of regional and global importance.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Riga, Latvia, to participate in events commemorating the 30th anniversary of the Baltic Way, a peaceful demonstration bringing together approximately two million people joining hands to form a human chain from Tallinn through Riga to Vilnius to demand freedom and protest Soviet occupation.  Ambassador Reeker will honor the Baltic nations’ success in becoming vital members of the Transatlantic community and NATO.  While in Riga, Ambassador Reeker will also meet with senior Latvian government officials.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Helsinki, Finland.  While in Helsinki, he will meet with senior Finnish government officials.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3226,3226,19-Aug-19,Stilwell,"11:00 a.m.Assistant Secretary Stilwell meets withIndonesian Ambassador Mahendra Siregar, at the State Department.",None,1,4,Meeting, ,,, ,, ; Indonesia,
3227,3227,16-Aug-19,Pompeo,Secretary Pompeo has no public appointments.,None,1,1,TBD, ,,, ,,,
