,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
1550,1550,5-Mar-22,Blinken,"Secretary Blinken is on travel to Belgium, Poland, Moldova, Latvia, Lithuania, and Estonia from March 3 – 8, 2022.",<https://www.state.gov/secretary-blinkens-travel-to-belgium-poland-moldova-latvia-lithuania-and-estonia/>,1,1,Travel, ; Estonia ; Moldova ; Latvia ; Belgium ; Poland ; Lithuania,2022-03-03,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Belgium, Poland, Moldova, Latvia, Lithuania, Estonia, and France from March 3 to 8, 2022.&nbsp; The trip continues extensive consultations and coordination with our NATO Allies and European partners about the Russian Federation’s continued premeditated, unprovoked, and unjustified war against Ukraine.</p>;;;;<p>Secretary Blinken will begin his trip in Brussels, Belgium where he will participate in a NATO Foreign Ministerial, meet with EU counterparts, participate in a G7 Ministerial Meeting, and hold additional meetings with partners to discuss the global response to Russia’s invasion, including Allies’ and partners’ continued coordination on imposing massive consequences and severe economic costs on Russia.</p>;;;;<p>The Secretary will then travel to Poland on March 5, where he will meet with Polish leaders, including Foreign Minister Zbigniew Rau, to discuss further security assistance in the face of Russia’s continued aggression and unprovoked attack on Ukraine.&nbsp; He will also thank Poland for generously welcoming hundreds of thousands of displaced persons from Ukraine and discuss how the United States can augment humanitarian assistance efforts for those fleeing Putin’s war.</p>;;;;<p>The Secretary will then travel to Chisinau, Moldova to meet with President Maia Sandu, Prime Minister Natalia Gavrilita, and Foreign Minister Nicu Popescu.&nbsp; During his stop, the Secretary will discuss support for Moldova’s efforts to receive and assist refugees fleeing Russia’s invasion of Ukraine, as well as U.S. support for Moldova’s democracy, sovereignty, and territorial integrity.</p>;;;;<p>The Secretary will then travel to Vilnius, Lithuania on March 6 to meet with President Gitanas Nauseda, Prime Minister Ingrida Simonyte, and Foreign Minister Gabrielius Landsbergis. On March 7, the Secretary will travel to Riga, Latvia, to meet with President Egils Levits, Prime Minister Krisjanis Karins, and Foreign Minister Edgars Rinkevics. He also will meet with Israeli Foreign Minister Yair Lapid. He will travel to Tallinn, Estonia, on March 8 to meet with President Alar Karis, Prime Minister Kaja Kallas, and Foreign Minister Eva-Maria Liimets. During all three stops, he will discuss joint efforts to support Ukraine, strengthen NATO’s deterrence and defense, promote democracy and human rights, and pursue deeper economic and energy cooperation with our Baltic Allies.</p>;;;;<p>Prior to returning to Washington, Secretary Blinken will stop in Paris on March 8 to meet with French President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.<input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1551,1551,5-Mar-22,Blinken,"11:45 a.m. LOCAL Secretary Blinken meets with Polish Foreign Minister Zbigniew Rau in Rzeszow, Poland.",None,1,1,TBD, ,,,
1552,1552,5-Mar-22,Blinken,"12:20 p.m. LOCAL Secretary Blinken and Polish Foreign Minister Zbigniew Rau deliver statements to the press in Rzeszow, Poland.",None,1,1,TBD, ,,,
1553,1553,5-Mar-22,Blinken,2:25 p.m. LOCAL Secretary Blinken and Polish Foreign Minister Zbigniew Rau visit Korczowa Refugee Reception Center in Poland.,None,1,1,TBD, ,,,
1554,1554,5-Mar-22,Blinken,3:15 p.m. LOCAL Secretary Blinken meets Ukrainian Foreign Minister Dmytro Kuleba at the Poland-Ukraine Border.,None,1,1,TBD, ,,,
1555,1555,5-Mar-22,Blinken,3:50 p.m. LOCAL Secretary Blinken and Ukrainian Foreign Minister Dmytro Kuleba deliver remarks to the press at the Poland-Ukraine Border.,None,1,1,TBD, ,,,
1556,1556,5-Mar-22,Blinken,"4:30 p.m. LOCAL Secretary Blinken meets with Ukrainian civil society organization representatives in Rzeszow, Poland.",None,1,1,TBD, ,,,
1557,1557,5-Mar-22,Blinken,"5:30 p.m. LOCAL Secretary Blinken meets with a U.S. Congressional delegation led by Chairman of the House Foreign Affairs Committee Gregory Meeks in Rzeszow, Poland.",None,1,1,TBD, ,,,
1558,1558,5-Mar-22,Blinken,"6:15 p.m. LOCAL Secretary Blinken holds a town hall with employees from U.S. Embassy Kyiv in Rzeszow, Poland.",None,1,1,TBD, ,,,
1559,1559,4-Mar-22,Blinken,"Secretary Blinken is on travel to Belgium, Poland, Moldova, Latvia, Lithuania, and Estonia from March 3 – 8, 2022.",<https://www.state.gov/secretary-blinkens-travel-to-belgium-poland-moldova-latvia-lithuania-and-estonia/>,1,1,Travel, ; Estonia ; Moldova ; Latvia ; Belgium ; Poland ; Lithuania,2022-03-03,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Belgium, Poland, Moldova, Latvia, Lithuania, Estonia, and France from March 3 to 8, 2022.&nbsp; The trip continues extensive consultations and coordination with our NATO Allies and European partners about the Russian Federation’s continued premeditated, unprovoked, and unjustified war against Ukraine.</p>;;;;<p>Secretary Blinken will begin his trip in Brussels, Belgium where he will participate in a NATO Foreign Ministerial, meet with EU counterparts, participate in a G7 Ministerial Meeting, and hold additional meetings with partners to discuss the global response to Russia’s invasion, including Allies’ and partners’ continued coordination on imposing massive consequences and severe economic costs on Russia.</p>;;;;<p>The Secretary will then travel to Poland on March 5, where he will meet with Polish leaders, including Foreign Minister Zbigniew Rau, to discuss further security assistance in the face of Russia’s continued aggression and unprovoked attack on Ukraine.&nbsp; He will also thank Poland for generously welcoming hundreds of thousands of displaced persons from Ukraine and discuss how the United States can augment humanitarian assistance efforts for those fleeing Putin’s war.</p>;;;;<p>The Secretary will then travel to Chisinau, Moldova to meet with President Maia Sandu, Prime Minister Natalia Gavrilita, and Foreign Minister Nicu Popescu.&nbsp; During his stop, the Secretary will discuss support for Moldova’s efforts to receive and assist refugees fleeing Russia’s invasion of Ukraine, as well as U.S. support for Moldova’s democracy, sovereignty, and territorial integrity.</p>;;;;<p>The Secretary will then travel to Vilnius, Lithuania on March 6 to meet with President Gitanas Nauseda, Prime Minister Ingrida Simonyte, and Foreign Minister Gabrielius Landsbergis. On March 7, the Secretary will travel to Riga, Latvia, to meet with President Egils Levits, Prime Minister Krisjanis Karins, and Foreign Minister Edgars Rinkevics. He also will meet with Israeli Foreign Minister Yair Lapid. He will travel to Tallinn, Estonia, on March 8 to meet with President Alar Karis, Prime Minister Kaja Kallas, and Foreign Minister Eva-Maria Liimets. During all three stops, he will discuss joint efforts to support Ukraine, strengthen NATO’s deterrence and defense, promote democracy and human rights, and pursue deeper economic and energy cooperation with our Baltic Allies.</p>;;;;<p>Prior to returning to Washington, Secretary Blinken will stop in Paris on March 8 to meet with French President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.<input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1560,1560,4-Mar-22,Blinken,"9:25 a.m. Secretary Blinken meets with NATO Secretary General Jens Stoltenberg in Brussels, Belgium.",None,1,1,TBD, ,,,
1561,1561,4-Mar-22,Blinken,"10:00 a.m. Secretary Blinken participates in a NATO Ministerial Meeting in Brussels, Belgium.",None,1,1,TBD, ,,,
1562,1562,4-Mar-22,Blinken,"12:10 p.m. Secretary Blinken participates in a NATO family photo in Brussels, Belgium.",None,1,1,TBD, ,,,
1563,1563,4-Mar-22,Blinken,"1:00 p.m. Secretary Blinken participates in a G7 Ministerial Meeting in Brussels, Belgium.",None,1,1,TBD, ,,,
1564,1564,4-Mar-22,Blinken,"3:00 p.m. Secretary Blinken meets with European Council President Charles Michel in Brussels, Belgium.",None,1,1,TBD, ,,,
1565,1565,4-Mar-22,Blinken,"3:20 p.m. Secretary Blinken takes a photo with EU High Representative for Foreign Affairs and Security Policy and Vice President of the European Commission Josep Borrell in Brussels, Belgium.",None,1,1,TBD, ,,,
1566,1566,4-Mar-22,Blinken,"3:30 p.m. Secretary Blinken participates in an EU Ministerial Meeting in Brussels, Belgium.",None,1,1,TBD, ,,,
1567,1567,4-Mar-22,Blinken,"5:45 p.m. Secretary Blinken meets with European Commission President Ursula von der Leyen in Brussels, Belgium.",None,1,1,TBD, ,,,
1568,1568,4-Mar-22,Blinken,"7:15 p.m. Secretary Blinken holds a press availability in Brussels, Belgium.",None,1,1,TBD, ,,,
1569,1569,4-Mar-22,Sherman,"Deputy Secretary Sherman is on travel to Turkey, Spain, Morocco, Algeria, and Egypt from March 4 – 11, 2022.",<https://www.state.gov/deputy-secretary-shermans-travel-to-turkey-spain-morocco-algeria-and-egypt/>,1,2,Travel, ; Spain ; Morocco ; Egypt ; Algeria ; Turkey,2022-03-04,2022-03-11,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Deputy Secretary of State Wendy Sherman will travel to Istanbul and Ankara, Turkey; Madrid, Spain; Rabat and Casablanca, Morocco; Algiers, Algeria; and Cairo, Egypt from March 4 to 11.</p>;;;;<p>Deputy Secretary Sherman will begin her trip in Istanbul and Ankara, Turkey from March 4 to 5 to meet with Deputy Foreign Minister Sedat Onal and other officials to discuss Putin’s premeditated, unprovoked, and unjustified invasion of Ukraine. The Deputy’s meetings will include discussions on further joint U.S.-Turkey cooperation and our shared interest in supporting Ukraine.</p>;;;;<p>Deputy Secretary Sherman will then travel to Madrid, Spain from March 6 to 8 to co-open the U.S.-Spain Cybersecurity Dialogue on March 7 with Spanish Secretary of State for Foreign and Global Affairs Ángeles Moreno Bau. The Deputy Secretary and the State Secretary will also meet bilaterally to discuss a range of issues and challenges including Russia’s attack against Ukraine, our coordinated response, and the strong transatlantic partnership. The Deputy Secretary will also speak with students and faculty at a Madrid-based university and participate in a discussion with women entrepreneurs.</p>;;;;<p>The Deputy Secretary will then travel to Rabat and Casablanca, Morocco from March 8 to 9, where she will lead the U.S. delegation to the U.S.-Morocco Strategic Dialogue on Regional Political Issues. She will have a working lunch with Foreign Minister Nasser Bourita and meet with other senior government officials. She will also deliver keynote remarks at an International Women’s Day event featuring entrepreneurs and businesswomen and will meet with Moroccan youth.</p>;;;;<p>Next, Deputy Secretary Sherman will travel to Algiers, Algeria from March 9 to 10. She will meet with President Abdelmadjid Tebboune to discuss bilateral and regional issues. On March 10, the Deputy Secretary will meet with Foreign Minister Ramtane Lamamra and lead the U.S. delegation for the fifth U.S.-Algerian Strategic Dialogue. The Deputy Secretary will also meet with high school and college women participating in a U.S.-sponsored STEM program and local representatives of U.S. businesses.</p>;;;;<p>Finally, from March 10 to 11, Deputy Secretary Sherman will travel to Cairo, Egypt, where she will meet with Foreign Minister Sameh Shoukry and other senior Egyptian officials. The Deputy will also meet with the head of the National Council of Human Rights Moushira Khattab, host a discussion with Egyptian human rights advocates, and meet with Egyptian youth.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1570,1570,4-Mar-22,McKeon,Deputy Secretary McKeon attends meetings and briefings from the Department of State.,None,1,2,TBD, ,,,
1571,1571,4-Mar-22,Nuland,"6:30 p.m.Under SecretaryNulandattends a reception in honor ofthe birthday of the Emperor of Japan,in Washington, D.C.",None,1,3,TBD, ,,,
